gle read:2.00 | controller signal:1300.40 | 
17:39:00.762 -> angle read:25.00 | controller signal:1691.00 | 
17:39:00.832 -> angle read:25.00 | controller signal:1691.00 | 
17:39:00.867 -> angle read:25.00 | controller signal:1691.00 | 
17:39:00.902 -> angle read:25.00 | controller signal:1691.00 | 
17:39:00.972 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.006 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.076 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.111 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.181 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.216 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.286 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.320 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.355 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.423 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.458 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.528 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.563 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.633 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.667 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.735 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.769 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.804 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.874 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.909 -> angle read:25.00 | controller signal:1691.00 | 
17:39:01.979 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.014 -> angle read:24.00 | controller signal:1691.00 | 
17:39:02.084 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.118 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.152 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.221 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.256 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.325 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.359 -> angle read:24.00 | controller signal:1691.00 | 
17:39:02.429 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.464 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.532 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.567 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.602 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.672 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.707 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.776 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.811 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.880 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.915 -> angle read:25.00 | controller signal:1691.00 | 
17:39:02.950 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.020 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.055 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.125 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.160 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.230 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.264 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.334 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.369 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.403 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.473 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.508 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.578 -> angle read:24.00 | controller signal:1691.00 | 
17:39:03.612 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.682 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.717 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.752 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.822 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.857 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.926 -> angle read:25.00 | controller signal:1691.00 | 
17:39:03.961 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.030 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.065 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.100 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.169 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.204 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.273 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.307 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.376 -> angle read:26.00 | controller signal:1691.00 | 
17:39:04.411 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.480 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.515 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.550 -> angle read:26.00 | controller signal:1691.00 | 
17:39:04.620 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.655 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.725 -> angle read:26.00 | controller signal:1691.00 | 
17:39:04.758 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.828 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.863 -> angle read:25.00 | controller signal:1691.00 | 
17:39:04.898 -> angle read:24.00 | controller signal:1691.00 | 
17:39:04.968 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.002 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.072 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.107 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.175 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.210 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.280 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.315 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.350 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.420 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.455 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.523 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.558 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.628 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.663 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.698 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.768 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.803 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.872 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.907 -> angle read:25.00 | controller signal:1691.00 | 
17:39:05.976 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.011 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.046 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.116 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.150 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.219 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.253 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.323 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.358 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.428 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.463 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.498 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.568 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.602 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.672 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.707 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.776 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.811 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.845 -> angle read:24.00 | controller signal:1691.00 | 
17:39:06.915 -> angle read:25.00 | controller signal:1691.00 | 
17:39:06.950 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.019 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.054 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.124 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.159 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.228 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.262 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.297 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.366 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.401 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.471 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.506 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.576 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.611 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.646 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.715 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.749 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.819 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.853 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.923 -> angle read:25.00 | controller signal:1691.00 | 
17:39:07.958 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.028 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.063 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.098 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.167 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.201 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.271 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.305 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.375 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.409 -> angle read:24.00 | controller signal:1691.00 | 
17:39:08.443 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.511 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.546 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.616 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.651 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.720 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.755 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.824 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.858 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.893 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.963 -> angle read:25.00 | controller signal:1691.00 | 
17:39:08.998 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.068 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.103 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.172 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.207 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.241 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.311 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.346 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.416 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.451 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.521 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.556 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.625 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.660 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.695 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.764 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.799 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.869 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.904 -> angle read:25.00 | controller signal:1691.00 | 
17:39:09.973 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.008 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.043 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.113 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.148 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.217 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.252 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.290 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.358 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.392 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.460 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.495 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.565 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.600 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.669 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.704 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.771 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.806 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.875 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.909 -> angle read:25.00 | controller signal:1691.00 | 
17:39:10.944 -> angle read:25.00 | controller signal:1691.00 | 
17:39:11.014 -> angle read:25.00 | controller signal:1691.00 | 
17:39:11.048 -> angle read:25.00 | controller signal:1691.00 | 
17:39:11.115 -> angle read:25.00 | controller signal:1691.00 | 
17:39:11.149 -> angle read:25.00 | controller signal:1691.00 | 
17:39:11.217 -> angle read:25.00 | controller signal:1691.00 | 
17:39:11.252 -> angle read:25.00 | controller signal:1691.00 | 
17:39:11.287 -> angle read:26.00 | controller signal:1685.70 | 
17:39:11.355 -> angle read:25.00 | controller signal:1685.70 | 
17:39:11.423 -> angle read:25.00 | controller signal:1690.30 | 
17:39:11.458 -> angle read:25.00 | controller signal:1690.30 | 
17:39:11.491 -> angle read:25.00 | controller signal:1690.30 | 
17:39:11.559 -> angle read:25.00 | controller signal:1690.00 | 
17:39:11.593 -> angle read:25.00 | controller signal:1690.00 | 
17:39:11.661 -> angle read:25.00 | controller signal:1690.00 | 
17:39:11.695 -> angle read:25.00 | controller signal:1690.00 | 
17:39:11.764 -> angle read:25.00 | controller signal:1690.00 | 
17:39:11.799 -> angle read:26.00 | controller signal:1684.70 | 
17:39:11.867 -> angle read:25.00 | controller signal:1684.70 | 
17:39:11.901 -> angle read:25.00 | controller signal:1684.70 | 
17:39:11.969 -> angle read:25.00 | controller signal:1689.30 | 
17:39:12.003 -> angle read:25.00 | controller signal:1689.30 | 
17:39:12.037 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.105 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.174 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.209 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.242 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.312 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.346 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.414 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.448 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.517 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.551 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.618 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.653 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.721 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.755 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.790 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.859 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.893 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.960 -> angle read:25.00 | controller signal:1689.00 | 
17:39:12.994 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.062 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.096 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.164 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.198 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.266 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.300 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.368 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.403 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.437 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.505 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.539 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.607 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.642 -> angle read:26.00 | controller signal:1689.00 | 
17:39:13.709 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.744 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.813 -> angle read:25.00 | controller signal:1689.00 | 
17:39:13.848 -> angle read:24.00 | controller signal:1694.30 | 
17:39:13.918 -> angle read:25.00 | controller signal:1694.30 | 
17:39:13.953 -> angle read:25.00 | controller signal:1689.70 | 
17:39:13.988 -> angle read:25.00 | controller signal:1689.70 | 
17:39:14.058 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.092 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.162 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.196 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.266 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.301 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.336 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.406 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.441 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.509 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.544 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.614 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.649 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.684 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.754 -> angle read:25.00 | controller signal:1690.00 | 
17:39:14.789 -> angle read:24.00 | controller signal:1690.00 | 
17:39:14.857 -> angle read:24.00 | controller signal:1695.30 | 
17:39:14.892 -> angle read:25.00 | controller signal:1695.30 | 
17:39:14.962 -> angle read:25.00 | controller signal:1695.30 | 
17:39:14.996 -> angle read:25.00 | controller signal:1690.70 | 
17:39:15.066 -> angle read:25.00 | controller signal:1690.70 | 
17:39:15.101 -> angle read:25.00 | controller signal:1691.00 | 
17:39:15.136 -> angle read:25.00 | controller signal:1691.00 | 
17:39:15.205 -> angle read:25.00 | controller signal:1691.00 | 
17:39:15.239 -> angle read:25.00 | controller signal:1691.00 | 
17:39:15.308 -> angle read:24.00 | controller signal:1691.00 | 
17:39:15.343 -> angle read:25.00 | controller signal:1691.00 | 
17:39:15.413 -> angle read:25.00 | controller signal:1691.00 | 
17:39:15.448 -> angle read:25.00 | controller signal:1691.00 | 
17:39:15.482 -> angle read:25.00 | controller signal:1691.00 | 
17:39:15.552 -> angle read:25.00 | controller signal:1691.00 | 
17:39:15.586 -> angle read:26.00 | controller signal:1685.70 | 
17:39:15.654 -> angle read:25.00 | controller signal:1685.70 | 
17:39:15.689 -> angle read:25.00 | controller signal:1690.30 | 
17:39:15.759 -> angle read:24.00 | controller signal:1690.30 | 
17:39:15.793 -> angle read:25.00 | controller signal:1690.00 | 
17:39:15.863 -> angle read:25.00 | controller signal:1690.00 | 
17:39:15.898 -> angle read:25.00 | controller signal:1690.00 | 
17:39:15.966 -> angle read:25.00 | controller signal:1690.00 | 
17:39:16.001 -> angle read:25.00 | controller signal:1690.00 | 
17:39:16.036 -> angle read:25.00 | controller signal:1690.00 | 
17:39:16.105 -> angle read:26.00 | controller signal:1690.00 | 
17:39:16.140 -> angle read:25.00 | controller signal:1690.00 | 
17:39:16.208 -> angle read:25.00 | controller signal:1690.00 | 
17:39:16.243 -> angle read:25.00 | controller signal:1690.00 | 
17:39:16.312 -> angle read:24.00 | controller signal:1695.30 | 
17:39:16.346 -> angle read:25.00 | controller signal:1695.30 | 
17:39:16.416 -> angle read:25.00 | controller signal:1690.70 | 
17:39:16.451 -> angle read:25.00 | controller signal:1690.70 | 
17:39:16.486 -> angle read:25.00 | controller signal:1690.70 | 
17:39:16.556 -> angle read:25.00 | controller signal:1691.00 | 
17:39:16.591 -> angle read:25.00 | controller signal:1691.00 | 
17:39:16.661 -> angle read:25.00 | controller signal:1691.00 | 
17:39:16.696 -> angle read:25.00 | controller signal:1691.00 | 
17:39:16.730 -> angle read:25.00 | controller signal:1691.00 | 
17:39:16.800 -> angle read:25.00 | controller signal:1691.00 | 
17:39:16.834 -> angle read:25.00 | controller signal:1691.00 | 
17:39:16.903 -> angle read:25.00 | controller signal:1691.00 | 
17:39:16.937 -> angle read:25.00 | controller signal:1691.00 | 
17:39:17.006 -> angle read:25.00 | controller signal:1691.00 | 
17:39:17.041 -> angle read:25.00 | controller signal:
