1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1000,0.00,0.01
1018,0.00,0.01
1054,0.00,0.01
1095,0.00,0.01
1138,0.00,0.01
1187,0.00,0.01
1227,0.00,0.01
1271,0.00,0.01
1319,0.00,0.01
1361,0.00,0.01
1409,0.00,0.01
1465,0.00,0.01
1521,0.00,0.01
1577,0.00,0.01
1627,0.00,0.01
1675,0.00,0.01
1725,0.00,0.01
1786,0.00,0.01
1848,0.00,0.01
1900,0.00,0.01
1953,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,-1.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,1.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,1.00,0.01
2000,1.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,0.00,0.01
2000,1.00,0.01
2000,2.00,0.01
2000,1.00,0.01
2000,1.00,0.01
2000,2.00,0.01
2000,2.00,0.01
2000,2.00,0.01
2000,2.00,0.01
2000,2.00,0.01
2000,3.00,0.01
2000,3.00,0.01
2000,4.00,0.01
2000,4.00,0.01
2000,4.00,0.01
2000,5.00,0.01
2000,5.00,0.01
2000,5.00,0.01
2000,6.00,0.01
2000,6.00,0.01
2000,6.00,0.01
2000,7.00,0.01
2000,7.00,0.01
2000,8.00,0.01
2000,9.00,0.01
2000,9.00,0.01
2000,9.00,0.01
2000,10.00,0.01
2000,10.00,0.01
2000,11.00,0.01
2000,11.00,0.01
2000,11.00,0.01
2000,12.00,0.01
2000,13.00,0.01
2000,13.00,0.01
2000,14.00,0.01
2000,14.00,0.01
2000,16.00,0.01
2000,16.00,0.01
2000,16.00,0.01
2000,17.00,0.01
2000,17.00,0.01
2000,18.00,0.01
2000,18.00,0.01
2000,18.00,0.01
2000,18.00,0.01
2000,19.00,0.01
2000,20.00,0.01
2000,20.00,0.01
2000,20.00,0.01
2000,21.00,0.01
2000,21.00,0.01
2000,21.00,0.01
2000,22.00,0.01
2000,22.00,0.01
2000,21.00,0.01
2000,22.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,23.00,0.01
2000,22.00,0.01
2000,23.00,0.01
2000,22.00,0.01
2000,22.00,0.01
2000,22.00,0.01
2000,21.00,0.01
2000,21.00,0.01
2000,20.00,0.01
2000,21.00,0.01
2000,21.00,0.01
2000,20.00,0.01
2000,20.00,0.01
2000,20.00,0.01
2000,19.00,0.01
2000,20.00,0.01
2000,20.00,0.01
2000,20.00,0.01
2000,19.00,0.01
2000,19.00,0.01
2000,19.00,0.01
2000,18.00,0.01
2000,19.00,0.01
2000,18.00,0.01
2000,18.00,0.01
2000,18.00,0.01
2000,17.00,0.01
2000,17.00,0.01
2000,18.00,0.01
2000,18.00,0.01
2000,17.00,0.01
2000,17.00,0.01
2000,17.00,0.01
